para_id,essay_id,para_text,adu_spans,ac_types,ac_rel_pairs,ac_rel_types,dataset_type,para_types
435,1128,"<para-body> <ac> This proposed rulemaking is not about credit reporting . </ac> <ac> I understand that people have significant concerns about their credit reports . </ac> <ac> But that belongs in a reform of the Fair Credit Reporting Act , not the FDCPA . </ac> <ac> Inserting credit reporting rules into the FDCPA would make things difficult for debt collectors who don ' t report to credit reporting agencies at all . </ac> </para-body>","[(1, 11), (12, 25), (26, 44), (45, 72)]","['value', 'value', 'value', 'value']","[(2, 3)]",['reason'],train,body
436,1129,<para-body> <ac> I think it would . </ac> <ac> I work for an attorney at a debt collection law firm </ac> <ac> and I think this would make things a lot easier and simpler . </ac> </para-body>,"[(1, 7), (8, 20), (21, 35)]","['value', 'testimony', 'value']",[],[],train,body
437,1130,"<para-body> <ac> Credit bureaus are responsible for 95 % of identity theft and inaccurate consumer credit files . </ac> <ac> It ' s because their revenue comes from businesses who pay for access to their databases including phony ones . </ac> <ac> I have a letter from a credit bureau that says the only thing they do to investigate / verify accuracy is ask the entity that initially reported the information if it ' s true . </ac> <ac> New rules have to put tighter restrictions and procedures on credit bureaus </ac> <ac> because they are the root of the actual problem . </ac> <ac> Secondly , because they are private companies who should not be able to collect or retain any financial information without consumers permission . </ac> <ac> Submission of proof of debt or other evidence / documents should be required . </ac> <ac> Retention of the identity of the actual [ business ] persons reporting the account information should be required . </ac> <ac> Credit bureaus and debt collectors should not be allowed to sell lists of accounts especially after the accounts are disputed . One creditor , one debt collector . </ac> <ac> All debt collectors should be required to register on a national database , including phone numbers , that ' s publicly available online which they must update within 5 business days regarding any changes . </ac> <ac> All lawyers should not be banned from becoming debt collectors . </ac> <ac> Here is a a group of people that are trained , licensed in their State , </ac> <ac> but they lie to circumvent the law and the courts . </ac> <ac> At the heart of the mortgage fiasco were unethical lawyers who acted strictly for greed . </ac> <ac> None of them were prosecuted or disbarred </ac> <ac> because they hid themselves as representing lenders . </ac> </para-body>","[(1, 18), (19, 40), (41, 77), (78, 91), (92, 103), (104, 128), (129, 144), (145, 165), (166, 195), (196, 232), (233, 245), (246, 263), (264, 276), (277, 294), (295, 303), (304, 313)]","['fact', 'value', 'testimony', 'policy', 'value', 'policy', 'policy', 'policy', 'policy', 'policy', 'policy', 'fact', 'value', 'value', 'fact', 'value']","[(0, 1), (3, 4), (3, 5), (14, 15)]","['reason', 'reason', 'reason', 'reason']",train,body
438,1131,"<para-body> <ac> I meant to say , "" all lawyers should be banned from being debt collectors . "" </ac> <ac> They are unethical and work strictly out of greed to circumvent the laws that are supposed to protect consumers . </ac> <ac> Verification of debts should require the creditor to provide written proof of the initial debt instrument with the consumers ' signature . </ac> <ac> There should be a notarized statement of authenticity along with it . </ac> <ac> This gives a consumer the documents to file a civil suit for fraud , if needed . </ac> </para-body>","[(1, 19), (20, 41), (42, 65), (66, 79), (80, 98)]","['value', 'value', 'policy', 'policy', 'value']","[(0, 1), (2, 1), (3, 4)]","['reason', 'reason', 'reason']",train,body
439,1134,"<para-body> <ac> just the phone number should show up on the called ID . </ac> <ac> The consumer can google the number and figure out if they want to talk or call back the number . </ac> <ac> More importantly , it gives attorneys the ability to make fdcpa claims against collection agencies </ac> <ac> since we know who is calling . </ac> </para-body>","[(1, 14), (15, 36), (37, 53), (54, 62)]","['policy', 'value', 'value', 'value']","[(0, 1), (0, 2), (2, 3), (0, 3)]","['reason', 'reason', 'reason', 'reason']",train,body
440,1136,"<para-body> <ac> A central system has privacy concerns </ac> <ac> and it would be useful only if it included verification of who picked up the document and when . </ac> <ac> Instead creditors and debt buyers should be mandated to allow secure document uploading to their own website with official notification that the document has been reviewed . </ac> <ac> I have a pending case of a company misapplying my payments , </ac> <ac> I had to send many registered letters and faxes with proof of payment which cost some money and time . </ac> <ac> With this company anything you send them "" doesn ' t exist "" unless you have verifiable proof they have been forced to accept it . </ac> <ac> It would be a lot easier for the consumers to just upload the documentation and get verification the company reviewed it which can be used for a complaint . </ac> <ac> There should be penalties of fines for not marking an uploaded document as "" reviewed "" after a period of time . </ac> </para-body>","[(1, 8), (9, 29), (30, 58), (59, 72), (73, 94), (95, 122), (123, 153), (154, 177)]","['value', 'value', 'policy', 'testimony', 'testimony', 'value', 'value', 'policy']",[],[],train,body
441,1137,"<para-body> <ac> The Consumer Finance Protection Bureau needs to have a large core of undercover agents that get jobs at collection agencies , credit agencies and servicers . </ac> <ac> These agents need full federal law enforcement powers with guns and badges </ac> <ac> so they can perp - walk suspects out of their offices and take them to federal holding facilities for trial when they have proof of criminal activity . </ac> <ac> Currently it seems many creditors , servicers and debt collectors consider themselves above the law . </ac> <ac> There ' s only two ways to discourage that thinking and that ' s jail time and / or fines . </ac> <ac> After conviction , victims should receive a framed and signed ( first name or nickname of the agent ) photograph of the perp - walk . </ac> <ac> They usually don ' t get their money back </ac> <ac> but that ' s something they will treasure . </ac> </para-body>","[(1, 28), (29, 42), (43, 72), (73, 90), (91, 113), (114, 141), (142, 152), (153, 163)]","['policy', 'policy', 'value', 'value', 'value', 'policy', 'fact', 'value']","[(1, 2)]",['reason'],train,body
442,1140,"<para-body> <ac> When a debt collection company ( Bayview ) took over servicing of my mortgage , I began receiving phone calls at work and on my cell phone about my mortgage payments </ac> <ac> even thought they were not late . </ac> <ac> This included robo - calls . </ac> <ac> I was told this was ' standard ' and to ignore these phone calls , </ac> <ac> but I really got angry and filed a BBB complaint in the state of one office . </ac> <ac> I was never late with one payment , </ac> <ac> and our mortgage was not in debt collection . </ac> <ac> Bayview may be a debt collector , </ac> <ac> but they need to keep those services separate from their mortgage services . </ac> <ac> Calling people at work , robo - calls , and harassing them when they do not have delinquent debts should be against the law . </ac> </para-body>","[(1, 33), (34, 42), (43, 50), (51, 67), (68, 86), (87, 96), (97, 107), (108, 116), (117, 131), (132, 158)]","['testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'fact', 'policy', 'policy']",[],[],train,body
443,1141,"<para-body> <ac> I am dealing with a debt collection company who is also a mortgage company . </ac> <ac> They are having issues separating the two types of services . </ac> <ac> They are also having an incredible amount of IT ( web ) problems . </ac> <ac> Their website is down , or only their staff can see it , or they cannot upload my account information , etc . </ac> <ac> Other IT issues include their System , which "" tells them "" it has mailed me documents , but apparently does not really do it . </ac> <ac> My point is , I am able to capture a lot of this using ScreenShots and electronic communication , providing a very detailed log . </ac> <ac> I have sent my screenshots of the errors I saw on my account screen to their IT staff , </ac> <ac> and it may have helped resolve their website issues a few weeks later . </ac> <ac> I would highly recommend the use of electronic media as a formal way to communicate on both ends . </ac> </para-body>","[(1, 17), (18, 30), (31, 46), (47, 71), (72, 99), (100, 126), (127, 147), (148, 163), (164, 184)]","['fact', 'value', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'value', 'value']","[(2, 3), (2, 4)]","['evidence', 'evidence']",train,body
444,1142,"<para-body> <ac> The agency I work for is small and follows FDCPA to the letter of the law . </ac> <ac> And yet we are still sued constantly by attorneys representing debtors . </ac> <ac> These attorneys count on the fact that it ' s less costly to settle than to go to court to prove that we have not violated the law . </ac> <ac> Our retail division is in trouble </ac> <ac> because we ' ve recently lost our two largest clients - - for this reason . </ac> <ac> They ' re now getting slapped with bogus lawsuits as well . </ac> <ac> People don ' t even have to pay their bills any more ; </ac> <ac> they just send a "" cease and desist "" letter , hire an attorney , and wait for a settlement to roll in . </ac> <ac> All this will lead to are more stringent rules around extending credit , which is not a good thing for the economy . </ac> <ac> If we keep going down this slope , the only people who will be able to get credit will be those who don ' t need it . </ac> </para-body>","[(1, 19), (20, 33), (34, 64), (65, 72), (73, 90), (91, 104), (105, 119), (120, 145), (146, 170), (171, 200)]","['value', 'testimony', 'value', 'value', 'testimony', 'value', 'value', 'value', 'value', 'value']","[(3, 4)]",['reason'],train,body
445,1144,"<para-body> <ac> This is a fantastic idea . </ac> <ac> Right now , debt buyers buy debt for an average price of 4 cents on the dollar . </ac> <ac> Many debts are bought for 2 - 4 cents on the dollar </ac> <ac> and many other debts are given away for free . </ac> <ac> If I were an original creditor , would like to get the most money I could for a debt owed to me . </ac> <ac> And so if I could get 10 cents on the dollar directly from the debtor , rather than 4 cents on the dollar from a debt buyer , then I would see no reason not to offer a significantly reduced debt settlement rate to the debtor ( or as you call it , letting consumers bid on their own debt ) . </ac> <ac> Right now , original creditors offer no significant reduced rate to debtor before selling for 4 cents on the dollar . </ac> <ac> Most creditors barely even offer debtors 10 % off the debt as a settlement offer . </ac> <ac> Sure , a creditor could more quickly offload portfolios to debt buyers by selling them at 4 cents on the dollar . </ac> <ac> But creditors could also make way more money offering a onetime chance at 10 cents on the dollar ( or something really attractive but still more than 4 cents on the dollar ) . </ac> <ac> Perhaps the CFPB should make a rule that allows consumers / debtors the chance to receive a onetime offer that is valid for only X amount of days ( maybe 45 days ) from the date of the letter sent from their creditors of a significantly reduced rate . </ac> <ac> The offer would only be valid for a short amount of time and would also inform the consumer that , should the consumer not accept the offer , the creditor would then turn it over to a debt buyer . </ac> <ac> This letter would only be sent if the creditor "" s intentions are to sell the debt and not just another attempt to collect . </ac> <ac> So that this way it gives the consumer one final chance to clear the debt owed </ac> <ac> and the creditors also have less loss and more profits and would be able to lend to more consumers , give better rates to consumers , and stimulate the economy . </ac> <ac> Because more money that is changing hands at higher values ( 10 cents on the dollar vs . 4 cents on the dollar ) instead of sitting in the accounts receivable section waiting to be collected ( one day , if ever ) stimulates the economy . </ac> <ac> This rule would not negatively impact anything ( or anyone ) and only positively impacts everyone . </ac> <ac> One minor impact might be on the debt collection industry possibly receiving less debt in their portfolios that they buy , </ac> <ac> but this minor impact is offset by the large positive impacts on the economy . </ac> </para-body>","[(1, 8), (9, 28), (29, 42), (43, 54), (55, 79), (80, 143), (144, 166), (167, 184), (185, 208), (209, 244), (245, 295), (296, 337), (338, 364), (365, 382), (383, 415), (416, 464), (465, 483), (484, 506), (507, 523)]","['value', 'fact', 'fact', 'fact', 'value', 'value', 'fact', 'fact', 'value', 'value', 'policy', 'policy', 'policy', 'value', 'value', 'value', 'value', 'value', 'value']","[(12, 13), (12, 14)]","['reason', 'reason']",train,body
446,1145,"<para-body> <ac> Yes , I do think your restrictions on workplace calls per week would be helpful , </ac> <ac> but I do not see any information requiring details on the content of Robo - Calls . </ac> <ac> For example , the calls I referred to earlier included robo - calls telling me that I had "" messages "" waiting for me in my Bayview Account , and to access these messages , I needed to call a special phone number . </ac> <ac> Well , this was a bunch of baloney </ac> <ac> it was just a recording wanting to know where I had sent my mortgage payment </ac> <ac> I had not set up an electronic deposit yet , like they wanted , </ac> <ac> so they assumed I was skipping a payment ) . </ac> <ac> I believe those robo - calls were fraudulent and misleading , </ac> <ac> particularly since I was never late on any payments , </ac> <ac> and I never had any "" message "" waiting for me . Just a robotic collection message . </ac> <ac> I received three of these messages </ac> <ac> and they are still saved in my cell phone voice mail . </ac> </para-body>","[(1, 18), (19, 37), (38, 83), (84, 93), (94, 110), (111, 126), (127, 138), (139, 151), (152, 163), (164, 183), (184, 191), (192, 205)]","['value', 'value', 'testimony', 'value', 'testimony', 'testimony', 'value', 'value', 'testimony', 'testimony', 'testimony', 'testimony']","[(7, 8), (7, 9)]","['reason', 'reason']",train,body
447,1146,"<para-body> <ac> I was flat out lied to by the attorney for a credit card company who brought a small claims suit against me . </ac> <ac> I disputed the debt ( and still do even after they garnished my wages </ac> <ac> but they intimidated me into a payment arrangement then lied to me and said there was no court date anymore since I "" settled "" . </ac> <ac> I was skeptical and called the clerk of court ' s office only to find out they lied </ac> <ac> and I did need to show up . </ac> <ac> I showed up for the court date , even as I argued that this court had no jurisdiction over me because I never lived in that county </ac> <ac> but no - one even the clerk ' s office would listen to me </ac> <ac> and I was denied the right to go before a judge . </ac> <ac> I was only given an opportunity to talk to the attorney for the credit card company and sign papers saying we had a payment arrangement . </ac> <ac> Long story short , I made 1 of 2 payments then lost my job . </ac> <ac> I called them immediately to tell them I would make the 2nd and final payment 2 - 3 weeks late because I had to wait for a final check . </ac> <ac> They told me okay , </ac> <ac> but unbeknownst to me , they went back to court without me and got a default judgement for $ 1600 on what would have been a $ 709 payment . </ac> <ac> iI never got notice of the court hearing </ac> <ac> nor did I ever get a copy of the judgement . </ac> <ac> I didn ' t find out about it until I got a wage garnishment notice from my new employer 2 1 / 2 years later . . . . VERY humiliating ! </ac> <ac> My employer got the wage garnishment notice a week before I did </ac> <ac> so I couldn ' t even dispute it before my employer was involved . </ac> <ac> Second , I called the clerk of court ' s office in that county ( 3 hours from my home ) and argued that you can ' t go to court without giving me a chance to defend myself and I shouldn ' t be forced to drive 3 hours each way to a county I never lived in . </ac> <ac> I was told by the clerk ' s office that they can file it wherever they want and I have to show up . </ac> <ac> I asked "" So if they wanted to file this in California to be jerks you ' re telling me I ' d have to get on a plane and fly to California to defend a $ 709 lawsuit "" "" </ac> <ac> She said "" Yes . "" </ac> <ac> THAT HAS TO CHANGE . </ac> </para-body>","[(1, 25), (26, 41), (42, 69), (70, 89), (90, 99), (100, 128), (129, 144), (145, 158), (159, 186), (187, 203), (204, 235), (236, 242), (243, 274), (275, 284), (285, 297), (298, 331), (332, 345), (346, 361), (362, 423), (424, 449), (450, 492), (493, 500), (501, 507)]","['value', 'testimony', 'value', 'testimony', 'testimony', 'testimony', 'value', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'value', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'policy']","[(17, 16)]",['reason'],train,body
448,1147,"<para-body> <ac> I support these restrictions on robo - calling and any calls during the work hours . </ac> <ac> With respect to robo - calls , any robo - calls that are misleading should be restricted . </ac> <ac> That is , a robo - call that tells you that you have a message or an account update , and the only way to get it is to call a special number with an extension , but when you call , it is just the same message asking where your payment is , is a waste of the consumer ' s time and the consumer ' s cellular resources ( two phone calls , one received , one sent ) . </ac> </para-body>","[(1, 18), (19, 38), (39, 122)]","['value', 'policy', 'value']","[(0, 2), (1, 2)]","['reason', 'reason']",train,body
449,1148,"<para-body> <ac> Please consider robo - calls when developing rules for this section . </ac> <ac> See my comments about robo - callers leaving messages on cell phones under robo - calling . </ac> <ac> I understand the need to protect privacy , </ac> <ac> but this is not the answer . </ac> <ac> The messages left for me on my cell phone could have been returned by anyone with access to the cell phone ( family members , snoopy friends ) and information on a supposedly late payment would be disclosed by the robo - caller . </ac> <ac> Robo - calling does not have the consumer ' s privacy in mind . </ac> </para-body>","[(1, 14), (15, 33), (34, 43), (44, 52), (53, 98), (99, 114)]","['policy', 'policy', 'value', 'value', 'value', 'value']","[(3, 5), (5, 4), (3, 4)]","['reason', 'reason', 'reason']",train,body
450,1149,"<para-body> <ac> Yes . I fell onto hard times during a divorce and found out a few years ago that my dad ( whom I haven ' t lived with for 20 + years ) receives so many debt collection calls for me every day he quit answering his home phone . </ac> <ac> This is unacceptable . </ac> <ac> We cannot even figure out how they got his phone number </ac> <ac> because I never lived at that address at any point while I had those credit cards and he never co - signed any loans or credit cards with me . </ac> <ac> The only connection we can come up with is that my stepmom co - signed a short term furniture loan for me 20 years ago when I was just out of college and that maybe somehow her name is tied to my credit report in some way </ac> <ac> although I ' ve never seen it on my credit reports . </ac> <ac> This is now 6 years after I went through my divorce </ac> <ac> and he told me a few months ago he still gets several calls per week for me from debt collectors . </ac> <ac> Personally , I don ' t think they should be allowed to call ANY number for more than 3 months without successful contact with the debtor . </ac> <ac> Clearly , they don ' t have proof they ' ve got the right number </ac> <ac> and all they ' re doing by calling the same unverified number for 6 years is harrassing an innocent party . </ac> </para-body>","[(1, 52), (53, 58), (59, 71), (72, 103), (104, 152), (153, 166), (167, 179), (180, 202), (203, 231), (232, 248), (249, 271)]","['testimony', 'value', 'value', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'policy', 'testimony', 'value']","[(2, 3)]",['reason'],train,body
451,1150,"<para-body> <ac> I guess I should also have clarified in my previous comment that I have made attempts to deal with creditors directly if I know who they are and who they claim to be representing </ac> <ac> but my personal perception is they PREFER to continue contacting 3rd parties </ac> <ac> because they hope I ' ll just pay them to avoid the public humiliation . </ac> <ac> And in regards to a comment I read here that creditors can call a 3rd party again if they have a reasonable belief that the person knows how to contact the debtor , I disagree with that entirely . </ac> <ac> First of all , I ' m not aware of any law that compels a 3rd party to provide current contact information for a debtor , </ac> <ac> so even if they do know where that debtor is , they don ' t deserve to be harassed daily for months or years as punishment for not offering up that information . </ac> <ac> Many people don ' t want to be involved </ac> <ac> and no law that I know of says they have to if they aren ' t a party to the debt . </ac> <ac> Secondly , there is no clear and concise way I know of that a creditor can prove what was a reasonable belief . </ac> <ac> My in - laws have no idea how to reach my sister - in - law </ac> <ac> because she wants it that way . </ac> <ac> They haven ' t spoken in 3 years </ac> <ac> and I don ' t see that changing . </ac> <ac> You can ' t assume that certain relatives MUST know where a debtor is . </ac> </para-body>","[(1, 36), (37, 50), (51, 67), (68, 108), (109, 136), (137, 171), (172, 182), (183, 206), (207, 231), (232, 249), (250, 258), (259, 268), (269, 279), (280, 296)]","['testimony', 'value', 'value', 'value', 'fact', 'value', 'fact', 'fact', 'value', 'testimony', 'value', 'testimony', 'value', 'value']","[(1, 2), (3, 4), (3, 8), (5, 4), (9, 10), (11, 9), (13, 9), (13, 10), (11, 10)]","['reason', 'reason', 'reason', 'reason', 'reason', 'reason', 'reason', 'reason', 'reason']",train,body
452,1154,"<para-body> <ac> I have had several doctor / laboratory debts placed on my credit report . </ac> <ac> These are debts that I never rec ' d a bill for or even a phone call from the hospital or facility . </ac> <ac> I have very good health insurance that paid over $ 14k when I had my baby . . . </ac> <ac> 3 months go by and I start getting notified by my credit monitoring agency that my credit score is going down . </ac> <ac> things such as a ( pediatric audiology test $ 83 ) when my baby was 1 day old . </ac> <ac> apparently the audiologist doesnt bill through the hospital . . . . </ac> <ac> subsequently , they also dont bill the patients . . </ac> <ac> they outsource their billing to a 3rd party collection agency who immediately reports it to all 3 credit bureaus . </ac> <ac> Maybe i missed that forumn on this sight , </ac> <ac> A company can send a $ 100 bill to Transunion and say I owe it , and BAM . . . my credit score takes a 10 point dive . </ac> <ac> Agencies should not be able to put something on your credit report without first having not only validated the debt and provided any and all documents that prove you owe the debt , but they must be required to have attempted to collect the debt . </ac> <ac> I have had businesses tell em that its cheaper to put the bill directly on your credit report than it is to hire a 3rd party to collect the debt . </ac> <ac> This is a horrible injustice to the people who pay their bills , maintain health iunsurance and who will pay their outstanding debts . </ac> <ac> The system is set up to force the consumer to prove their innocence ( if you will ) verus the creditor proving they are owed a debt . </ac> </para-body>","[(1, 16), (17, 41), (42, 62), (63, 86), (87, 107), (108, 121), (122, 133), (134, 155), (156, 166), (167, 198), (199, 246), (247, 279), (280, 305), (306, 335)]","['testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'fact', 'fact', 'fact', 'value', 'testimony', 'policy', 'testimony', 'value', 'value']","[(10, 9)]",['reason'],train,body
453,1157,"<para-body> <ac> Currently , CRA ' s deny responsibility for "" reporting "" inaccurate information given to them . </ac> <ac> CRA ' s should be liable for both actual and punitive damages caused by "" reporting "" inaccurate information . </ac> </para-body>","[(1, 19), (20, 41)]","['fact', 'policy']",[],[],train,body
454,1164,"<para-body> <ac> As a college grad since 1979 and a first - time homebuyer , I have found widespread violations of the FDCPA among the creditors and their outsourced private collections agencies . </ac> <ac> I ' ve also found and been a victim of deception in the debt collection practice observing poor record keeping on the part of all parties . </ac> <ac> We must first examine debt collection from a derivative and forensic viewpoint ; corporate finance , federally / state funded institutions and their debt obligations . </ac> <ac> GAAP allows for the write - off of old debts . </ac> <ac> Yet and still the creditors outsource collection agencies to collect debts the creditor has written off of their balance sheet . </ac> <ac> The debtor is always subject to the debt </ac> <ac> because the collection agency takes a percentage </ac> <ac> Then comes the finance charge ( interest ) and late payment charges . </ac> <ac> In essence , the original debt remains the same </ac> <ac> because the debtor is only paying commission , interest and late charges . </ac> <ac> I attended a Texas private college ( state funded ) that lost its accreditation for mismanagement of funds . </ac> <ac> My financial aid consisted of the BEOG , NDSL , Stafford Loan and the Merit Scholarship . </ac> <ac> The school policy was to clear the balance of my bill before my grades were released . </ac> <ac> Each grade period , whatever the balance was , my Mom used the funds she had left from our Social Security Income ( father deceased 1972 ) after paying monthly expenses to send to me for my grades to be released . </ac> <ac> After my marriage , the Dept of Ed ( Higher Ed ) offset two years of joint tax returns , private collection agencies constantly called . </ac> <ac> When I was employed , I voluntarily paid $ 50 / mo . for two years on this debt of which the principle was $ 4 , 650 . </ac> <ac> Even after over 30 yrs . , the debt was recorded as a Federal Abstract of Judgement at the county registrar ( filed by private attorneys ) as if I still owe the debt . </ac> <ac> I wasn ' t properly served . </ac> <ac> The process server ( whomever it was ) left a large manila envelope . </ac> <ac> Now the debt has been turned over to the Dept . of Justice in the State of Michigan . </ac> <ac> My point is that there is a widespread conflict of interest among the creditor and those outsourced by the creditor for debt collection . </ac> <ac> Most , if not all of these organizations are operated by taxpayer funding . </ac> <ac> The taxpayers are the ultimate creditors . </ac> </para-body>","[(1, 33), (34, 62), (63, 90), (91, 103), (104, 126), (127, 136), (137, 145), (146, 160), (161, 171), (172, 186), (187, 207), (208, 226), (227, 245), (246, 289), (290, 317), (318, 348), (349, 385), (386, 394), (395, 410), (411, 431), (432, 457), (458, 473), (474, 482)]","['testimony', 'testimony', 'policy', 'fact', 'fact', 'value', 'fact', 'fact', 'fact', 'fact', 'testimony', 'testimony', 'fact', 'testimony', 'fact', 'testimony', 'testimony', 'value', 'testimony', 'testimony', 'value', 'fact', 'value']","[(5, 6), (8, 9), (17, 16)]","['reason', 'reason', 'reason']",train,body
455,1165,"<para-body> <ac> Technology does not allow debtors or alleged debtors to distinguish land lines from cellphones of debt collectors ; whether private or federal . </ac> <ac> There appears to be a double standard between the debtor and collector . </ac> <ac> I have received calls after business hours and sometimes even on a Sunday from a mortgage servicer , whom I will not disclose . </ac> <ac> This particular servicer has even left an anonymous type of flyer ( one that can be hung on a doorknob ) with instructions to call the specific servicer ' s customer service phone number ; without disclosing the name of the servicer , although I was already familiar with the phone number . </ac> <ac> I would classify this as mail fraud </ac> <ac> because it bypassed the mail system . </ac> <ac> The same scenario with the service of process regarding my old school loan . </ac> <ac> The service of process bypassed the mail system </ac> <ac> These are both issues that should be resolved collectively by and among the FCC , FTC and DOJ ( not all inclusive ) . </ac> <ac> A debt collector can call the debtor from a phone number outside of the collector ' s company </ac> <ac> so it won ' t be included in the company ' s phone log . </ac> <ac> If the debtor attempts to return the phone call , the number is either inoperable or not able to receive incoming calls . </ac> <ac> Collectors may even call a debtor in order to attempt them to give personal information about lowering the interest rate on their credit card ( even if the debtor doesn ' t have a credit card ) . </ac> <ac> It is obvious or apparent that there may be a credit card floating around in the debtor ' s name unknowingly . </ac> <ac> These are all scenarios I have experienced . </ac> <ac> We haven ' t gotten to the subject of sharing a debtor ' s information among the debtor ' s financial institution and the financial institution ' s correspondent institutions and investment advisor affiliates and other business combinations of the debtor ( public utilities companies , mortgage servicers , insurance companies , pension fund mgrs , etc . . . </ac> </para-body>","[(1, 25), (26, 40), (41, 66), (67, 121), (122, 130), (131, 139), (140, 155), (156, 165), (166, 191), (192, 211), (212, 228), (229, 253), (254, 293), (294, 317), (318, 327), (328, 389)]","['fact', 'value', 'testimony', 'testimony', 'value', 'fact', 'value', 'fact', 'policy', 'fact', 'fact', 'fact', 'fact', 'fact', 'testimony', 'value']","[(4, 5)]",['reason'],train,body
456,1166,"<para-body> <ac> I had surgery at a hospital in 2006 . </ac> <ac> I have 2 forms of insurance , both excellent . </ac> <ac> Therefore I rarely have a medical bill to pay , or it is for a very small amount . </ac> <ac> Sometime after the surgery ( I do not recall how long after the procedure ) , there were repeated calls to my phone by an actual person who said , "" This is ( first name ) , give me a call at ( phone number ) "" . </ac> <ac> Since we did not know the person , </ac> <ac> no one called back . </ac> <ac> We thought we should report it to the DONOTCALL list , </ac> <ac> but we had no company name to report . </ac> <ac> Finally I happened to answer the phone when that number appeared and the male voice said , "" you know what this is about , right ? "" </ac> <ac> and I said , "" no "" . </ac> <ac> He said , "" you have an overdue charge with ( hospital name ) . You haven ' t paid your bill . I work with a bill collection company "" . </ac> <ac> I said "" I have never received a bill . "" </ac> <ac> He said "" really ? "" </ac> <ac> I said , "" yes "" </ac> <ac> He said , "" Call accounting at the hospital "" . </ac> <ac> I called the hospital and they said to talk to my insurance company . </ac> <ac> I called my 2nd insurance company and they said both the first and the second insurance company had paid the hospital . </ac> <ac> The 2nd insurance company said I did owe money on the bill , something like $ 1 . 08 . </ac> <ac> A bill collection company had been hired to collect $ 1 . 08 for which I had never received a bill ! </ac> <ac> I asked both insurance companies to send me additional copies of the Explanation of Benefits . </ac> <ac> When I received the copies , I sent them to the billing department of the hospital with a check for the amount that the 2nd insurance company said I owed . </ac> <ac> I never did receive a bill . </ac> <ac> Nor was i warned it might go to a collection agency . </ac> <ac> A collection agency was hired for an amount just slightly over $ 1 . 00 . </ac> <ac> Because of this experience , I do not plan ever to use this hospital again if I can help it . </ac> <ac> My family has had referrals to doctors associated with this hospital , </ac> <ac> but I always try to get a doctor who is not associated with it . </ac> </para-body>","[(1, 11), (12, 23), (24, 44), (45, 95), (96, 105), (106, 112), (113, 125), (126, 136), (137, 166), (167, 176), (177, 210), (211, 223), (224, 231), (232, 239), (240, 252), (253, 268), (269, 292), (293, 314), (315, 338), (339, 356), (357, 389), (390, 398), (399, 412), (413, 430), (431, 453), (454, 467), (468, 484)]","['testimony', 'testimony', 'value', 'testimony', 'testimony', 'testimony', 'value', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'value', 'testimony', 'value']","[(2, 1), (5, 4), (6, 4)]","['reason', 'reason', 'reason']",train,body
457,1167,<para-body> <ac> This particular bill collector has in the past said that I owe $ 20 . 00 more as I had a non sufficient funds . [ which I would not do ] . </ac> <ac> I disputed it with my bank statements </ac> <ac> and still they insisted that I have . </ac> <ac> I refused to pay that . </ac> </para-body>,"[(1, 35), (36, 44), (45, 54), (55, 62)]","['testimony', 'testimony', 'testimony', 'value']",[],[],train,body
458,1168,"<para-body> <ac> I always pay my debts on time , </ac> <ac> and this bill collector posts on my account late - which always has a ' late fee ' . </ac> </para-body>","[(1, 10), (11, 31)]","['testimony', 'testimony']",[],[],train,body
459,1169,"<para-body> <ac> Recently I received an "" offer "" from a firm indicating it would approve a new Visa or MasterCard account if I agreed to assume responsibility for a debt allegedly owed to another credit card firm . </ac> <ac> The first firm , which apparently was the original creditor , apparently sold the alleged debt to a third party . </ac> <ac> It was this third party that was making the "" offer "" to open a new credit account . </ac> <ac> Of course , there was a "" hook . "" </ac> <ac> If I agreed to assume financial responsibility for the alleged debt and if the third party opened the new account , the credit limit would be for the alleged debt plus a significant "" service charge "" for the transaction . </ac> <ac> The finance charge was listed at 29 % . </ac> <ac> Another questionable aspect of the matter was no guarantee a credit line would remain open as the account was paid down . </ac> <ac> Thus , if the initial "" credit line "" was $ 500 to cover the outstanding debt and service fee , as the balance were paid down and / or off , the credit limit could be decreased </ac> <ac> so as to prevent it from being used for new purchases . </ac> <ac> Obviously , I shredded the "" offer "" package </ac> <ac> as I did not owe the initial debt . </ac> <ac> I wonder how many people will consider this a relief of some type and agree to the "" offer . "" </ac> </para-body>","[(1, 39), (40, 62), (63, 83), (84, 95), (96, 138), (139, 149), (150, 173), (174, 213), (214, 227), (228, 238), (239, 249), (250, 272)]","['testimony', 'testimony', 'testimony', 'value', 'testimony', 'testimony', 'value', 'value', 'value', 'testimony', 'testimony', 'value']","[(7, 8), (9, 10)]","['reason', 'reason']",train,body
