essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,ac_types,ac_rel_targets,ac_rel_types,ac_rel_pairs
175,979,prompt,<prompt> haste makes waste </prompt>,[],[],[],[],[],[],[]
175,980,intro,"<para-intro> this saying is stating that <ac> every fast and not well thought decision is a wasted one </ac> . in my opinion , this statement is completely true , for these few reasons : </para-intro>","[(1, 18)]","[(6, 18)]","[(1, 5)]",['MajorClaim'],[12],[],[]
175,981,body,"<para-body> for one thing , <ac> making a quick decision means that it ' s not very thought out , and that it hasn ' t been checked from all its aspects </ac> . consequently , <ac> making quick decisions leads to probable bad results </ac> . for example : <ac> if someone decided to quit his job without really thinking about the alternative , or a plan b , he could end up being unemployed , because of his speedy decision </ac> . </para-body>","[(1, 32), (34, 45), (47, 82)]","[(5, 32), (36, 45), (50, 82)]","[(1, 4), (34, 35), (47, 49)]","['Premise', 'Claim', 'Premise']","[1, 12, 1]","['Support', 'Support']","[(1, 0), (1, 2)]"
175,982,body,"<para-body> in addition , <ac> making a rushed decision could also mean that the person is missing out on a potential opportunity </ac> . in another word , <ac> if this person had waited and thought his decision through he wouldn ' t have missed out on the job opening in the same firm , but at a different position </ac> . hence , <ac> he wouldn ' t have been unemployed </ac> . </para-body>","[(1, 22), (24, 60), (62, 72)]","[(4, 22), (28, 60), (64, 72)]","[(1, 3), (24, 27), (62, 63)]","['Claim', 'Premise', 'Premise']","[12, 2, 0]","['Support', 'Support']","[(2, 1), (0, 2)]"
175,983,body,"<para-body> not to mention , that <ac> hasty decisions , not only goes to waste , but also , could affect the entire life of the person </ac> . <ac> to put it differently , is that after this person has quit his job and became unemployed , he can no longer pay his bills nor buy what he needs for his everyday needs </ac> , thus , <ac> his life had taken a turn to the worst </ac> . </para-body>","[(1, 27), (28, 64), (65, 78)]","[(6, 27), (29, 64), (68, 78)]","[(1, 5), (28, 28), (65, 67)]","['Claim', 'Premise', 'Premise']","[12, 2, 0]","['Support', 'Support']","[(2, 1), (0, 2)]"
175,984,conclusion,"<para-conclusion> as can be seen from this , is that <ac> a hurried decision is almost never a good one </ac> . that ' s why one should always study his decision carefully and slowly , to ensure that the decision that the person is making is the best for him . </para-conclusion>","[(1, 20)]","[(10, 20)]","[(1, 9)]",['MajorClaim'],[12],[],[]
176,985,prompt,<prompt> people are now able to overcome long distances in a short amount of time </prompt>,[],[],[],[],[],[],[]
176,986,intro,"<para-intro> nowadays the automobile is one of the most significant forms of transportation in everyday life . many people own cars and use them daily , which clearly shows how important they are . generally speaking , i definitely agree with the statement that <ac> cars have improved modern life </ac> , for several reasons . </para-intro>","[(34, 50)]","[(44, 50)]","[(34, 43)]",['MajorClaim'],[12],[],[]
176,987,body,"<para-body> firstly , <ac> people are now able to overcome long distances in a short amount of time , which leads to numerous advantages </ac> . for example in relationships . <ac> many people are now able to maintain relationships over great distances </ac> because <ac> they can visit each other regularly by using their vehicle </ac> . from my personal experience i recall that <ac> my car has always been a great help to see my childhood friends very often although i lived in another city </ac> . <ac> i was also able to establish a relationship with a man living 89 kilometers away </ac> . <ac> thanks to my car we could see each other at the weekends and are still a happy couple today </ac> . <ac> without my automobile we would probably not have been able to develop a relationship </ac> . </para-body>","[(1, 24), (30, 43), (44, 56), (58, 87), (88, 105), (106, 127), (128, 144)]","[(3, 24), (31, 43), (45, 56), (65, 87), (89, 105), (107, 127), (129, 144)]","[(1, 2), (30, 30), (44, 44), (58, 64), (88, 88), (106, 106), (128, 128)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[1, 12, 1, 1, 1, 1, 1]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']","[(1, 0), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6)]"
176,988,body,"<para-body> in addition , <ac> cars increase the chance of employment </ac> because <ac> people are able to drive to work and can work further away from home </ac> . furthermore , <ac> they are more flexible </ac> . <ac> my father for example has always been working all around germany and because of that earned more money </ac> . <ac> he used his car to drive to the other end of the country , worked there during the week and came home for the weekend </ac> . <ac> if he had no car , he wouldn ' t be able to see his family at the weekends so for him his automobile is a great benefit - not only in financial but also in social terms </ac> . </para-body>","[(1, 11), (12, 28), (30, 37), (38, 58), (59, 86), (87, 127)]","[(4, 11), (13, 28), (32, 37), (39, 58), (60, 86), (88, 127)]","[(1, 3), (12, 12), (30, 31), (38, 38), (59, 59), (87, 87)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 0, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]"
176,989,body,"<para-body> finally , <ac> the automobile allows people to travel more often and thus get to know the world </ac> . <ac> if people do not own cars they are likely to stay in their hometown or village most of their life </ac> . <ac> they are mainly using public transport and are thus limited in accessing certain areas </ac> . <ac> there are still places in nearly every country in the world that cannot be reached by public transportation and can only be visited by car </ac> . as a result , <ac> people who own a vehicle have greater access to more places and will see more of the world </ac> . </para-body>","[(1, 19), (20, 42), (43, 59), (60, 87), (89, 112)]","[(3, 19), (21, 42), (44, 59), (61, 87), (93, 112)]","[(1, 2), (20, 20), (43, 43), (60, 60), (89, 92)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[4, 4, 4, 4, 12]","['Support', 'Support', 'Support', 'Support']","[(4, 0), (4, 1), (4, 2), (4, 3)]"
176,990,conclusion,"<para-conclusion> in conclusion , the above stated reasons clearly outweigh the fact that <ac> cars cause a lot of pollution </ac> because <ac> they provide flexibility , which is important in nearly all areas of life </ac> . <ac> travelling , social life and employment are highly dependent on the flexibility of a person and there is nothing in the world that makes more flexible than an own car </ac> . </para-conclusion>","[(1, 20), (21, 36), (37, 69)]","[(13, 20), (22, 36), (38, 69)]","[(1, 12), (21, 21), (37, 37)]","['Claim', 'Premise', 'MajorClaim']","[12, 0, 12]",['Attack'],"[(0, 1)]"
177,991,prompt,<prompt> choosing the job that is similar to parents ' jobs could benefit to one ' s career </prompt>,[],[],[],[],[],[],[]
177,992,intro,"<para-intro> when choosing a job , one need to consider it thoroughly . whether to choose a job which is similar to parents ' job or not , different people may hold different opinions . as far as i am concerned , i think <ac> choosing the job that is similar to parents ' jobs could benefit to one ' s career </ac> . </para-intro>","[(35, 62)]","[(44, 62)]","[(35, 43)]",['MajorClaim'],[12],[],[]
177,993,body,"<para-body> first of all , <ac> as parents are involved in the same environment </ac> , <ac> they could thus support much more to their children , such as domain knowledge and industry - related information </ac> . for example , <ac> my father is a software programmer , and he indeed teaches me a lot in programming and some computer knowledge </ac> . <ac> whenever i met a difficulty , i would reach him for consulting </ac> . because <ac> he has many experiences </ac> , <ac> i could save enormous time in finding solution </ac> . <ac> this truly makes me more competitive than my colleagues </ac> . <ac> if i worked in the different field from my father , i would have faced much difficulty than i do now </ac> . </para-body>","[(1, 14), (15, 36), (38, 62), (63, 77), (79, 85), (86, 96), (97, 108), (109, 132)]","[(5, 14), (16, 36), (41, 62), (64, 77), (80, 85), (87, 96), (98, 108), (110, 132)]","[(1, 4), (15, 15), (38, 40), (63, 63), (79, 79), (86, 86), (97, 97), (109, 109)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[1, 12, 1, 1, 5, 1, 1, 1]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support']","[(1, 0), (1, 2), (1, 3), (5, 4), (1, 5), (1, 6), (1, 7)]"
177,994,body,"<para-body> nevertheless , since <ac> parents have worked in tens of years </ac> , <ac> they have accumulated a rich network in a certain industry </ac> . <ac> they have a deep insight in it and could provide much support to their children </ac> . for instance , <ac> they know which company has better welfare or provides better education </ac> . moreover , <ac> their friends in the same industry can even help to write recommendation letters to some certain companies </ac> . <ac> it is undoubted that a good recommendation letter is extraordinary important in this competitive society </ac> . <ac> when others are still struggling in preparing their resume , one with a good recommendation letter has already passed the first stage in the interviewing process </ac> . </para-body>","[(1, 12), (13, 25), (26, 43), (45, 60), (62, 82), (83, 100), (101, 129)]","[(4, 12), (14, 25), (27, 43), (48, 60), (64, 82), (84, 100), (102, 129)]","[(1, 3), (13, 13), (26, 26), (45, 47), (62, 63), (83, 83), (101, 101)]","['Premise', 'Premise', 'Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[1, 2, 12, 2, 2, 4, 4]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']","[(1, 0), (2, 1), (2, 3), (2, 4), (4, 5), (4, 6)]"
177,995,body,"<para-body> some may argue that as time is different , <ac> the condition of job market is completely different </ac> . therefore , <ac> choosing a job similar to one ' s parents ' is not always a correct decision </ac> . i agree with this opinion to some extent , but <ac> when it comes to the trend , no one can predict it correctly </ac> . <ac> the condition of job market changes enormously fast like a flash </ac> , so that <ac> there is no way to predict any job can be popular for 30 years or more </ac> . </para-body>","[(1, 19), (21, 40), (42, 66), (67, 80), (81, 101)]","[(10, 19), (23, 40), (52, 66), (68, 80), (84, 101)]","[(1, 9), (21, 22), (42, 51), (67, 67), (81, 83)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise']","[1, 12, 1, 4, 1]","['Support', 'Attack', 'Support', 'Support']","[(1, 0), (1, 2), (4, 3), (1, 4)]"
177,996,conclusion,"<para-conclusion> in considering whether one should choose a job similar to his or her parents ', i have mentioned a few reasons that <ac> one can get more support from his or her parents if they are in the same industry </ac> . i believe <ac> parents can lead their children to a more smooth career path </ac> . </para-conclusion>","[(1, 41), (43, 57)]","[(23, 41), (45, 57)]","[(1, 22), (43, 44)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
178,997,prompt,<prompt> should parents limit their children watching tv to make them do well in school ? </prompt>,[],[],[],[],[],[],[]
178,998,intro,"<para-intro> in 19th century , television is one of an significant inventions and has become a indispensible appliance in every house . for its accessible and containing fancy programs , television attracts audiences from a wide range of age and background . children , who are addicted to tv , causes broad argument about whether they should be limited in watching television in amount of time . as far as i am concerned , i agree with that <ac> children should be forbidden in watching television or movies excessively </ac> . </para-intro>","[(67, 89)]","[(78, 89)]","[(67, 77)]",['MajorClaim'],[12],[],[]
178,999,body,"<para-body> first of all , <ac> children generally have weak self - control , and thus they lose their time easily </ac> . <ac> watching tv for a long time without doing homework is one of major headaches that most of children have brought to their parents </ac> . i , in my childhood , was just a typical case . <ac> whenever i back to home from school , the first thing i would do is turning on the television and sit there for hours </ac> . <ac> i could watch tv for hours , but i could hardly sit in front of my desk to do homework for few minutes </ac> . <ac> i could memorize all channels that tv programs was playing , but i could barely memorize any word on the textbook </ac> . <ac> i , therefore , did extremely bad at school due to the lack of studying </ac> . </para-body>","[(1, 21), (22, 47), (60, 86), (87, 112), (113, 136), (137, 154)]","[(5, 21), (23, 47), (61, 86), (88, 112), (114, 136), (138, 154)]","[(1, 4), (22, 22), (60, 60), (87, 87), (113, 113), (137, 137)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[1, 12, 5, 5, 5, 1]","['Support', 'Support', 'Support', 'Support', 'Support']","[(1, 0), (5, 2), (5, 3), (5, 4), (1, 5)]"
178,1000,body,"<para-body> moreover , <ac> sometimes programs on tv are full of violence and sex which are harmful to children </ac> . <ac> children are not mature enough to make a judgment of what is good or bad </ac> , therefore <ac> they are likely to imitate the behaviors on tv out of their curiosity </ac> . <ac> recently , more and more children smoke </ac> because <ac> they imitate actors ' behaviors on tv or movies </ac> . what ' s even worse , <ac> according to some statistics , there are more and more children have violent tendency , and the reports attribute this to tv programs and movies </ac> . it is obvious that <ac> there are many programs on tv or movies that are harmful to children in metal and physical health </ac> . how can anyone expect children could do well at school if they have those abnormal behaviors ? </para-body>","[(1, 19), (20, 37), (38, 54), (55, 64), (65, 76), (78, 110), (112, 135)]","[(3, 19), (21, 37), (40, 54), (56, 64), (66, 76), (84, 110), (116, 135)]","[(1, 2), (20, 20), (38, 39), (55, 55), (65, 65), (78, 83), (112, 115)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[6, 2, 6, 6, 3, 6, 12]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']","[(6, 0), (2, 1), (6, 2), (6, 3), (3, 4), (6, 5)]"
178,1001,body,"<para-body> admittedly , in concerning the social relationship with peers , some may support that <ac> children should watch tv and movies for their rich contents that could give children some topics in conversation </ac> . i agree with this viewpoint to some extent . however , <ac> it doesn ' t mean that children should do it overtime and without being taken care what they are watching </ac> . </para-body>","[(1, 34), (45, 68)]","[(15, 34), (47, 68)]","[(1, 14), (45, 46)]","['Claim', 'Premise']","[12, 0]",['Attack'],"[(0, 1)]"
178,1002,conclusion,"<para-conclusion> <ac> in considering whether the time children watching on tv or movies should be constrained , i hold a strongly positive point of view toward this issue </ac> . because <ac> children are poor at time management , and are less mature to make a good judgment , they cannot be too serious to be taken care when watching tv and movies </ac> . </para-conclusion>","[(0, 28), (30, 63)]","[(1, 28), (31, 63)]","[(0, 0), (30, 30)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
179,1003,prompt,<prompt> should we pay professional athletes ( entertainers ) a high salary ? </prompt>,[],[],[],[],[],[],[]
179,1004,intro,"<para-intro> professional athletes and entertainers earn a huge amount of money that is hard to imagine . most of the people spending their whole life can never achieve this . this salary gap between those famous people and us leads to a question - do those professional athletes and entertainers deserve this money ? from my prospect , i believe that <ac> they do deserve this high payment </ac> . </para-intro>","[(54, 68)]","[(61, 68)]","[(54, 60)]",['MajorClaim'],[12],[],[]
179,1005,body,"<para-body> first of all , <ac> a worker ' s salary can properly reflect his / her competence and value on his / her career </ac> . therefore , <ac> those who are paid high salaries must exceed others and achieve something incredible in certain ways </ac> . <ac> they are not paid for no reason </ac> . <ac> as we are now live in a competent world , we must show ourselves to be great enough so as to convince the employer that we deserve a better payment </ac> . <ac> it ' s all the same in every profession </ac> . that ' s why <ac> the richest athletes usually correspond to the greatest athletes in their fields , namely michael jordan or tiger woods </ac> . </para-body>","[(1, 25), (27, 46), (47, 56), (57, 89), (90, 101), (103, 127)]","[(5, 25), (29, 46), (48, 56), (58, 89), (91, 101), (107, 127)]","[(1, 4), (27, 28), (47, 47), (57, 57), (90, 90), (103, 106)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[1, 12, 1, 1, 1, 1]","['Support', 'Support', 'Support', 'Support', 'Support']","[(1, 0), (1, 2), (1, 3), (1, 4), (1, 5)]"
179,1006,body,"<para-body> second , <ac> such high salaries can also guarantee and support the athlete ' s great performances </ac> . <ac> most of us only see the luxurious side of a rich athlete and ignore how may difficulties they ' ve gone through and how much cost they ' ve thrown into investing themselves </ac> . <ac> they shall reap within their high salaries </ac> . in other words , <ac> if they are not paid high enough in order to conform to their performances , there might not be such brilliant performances for us to be amazed </ac> . </para-body>","[(1, 18), (19, 54), (55, 64), (66, 98)]","[(3, 18), (20, 54), (56, 64), (70, 98)]","[(1, 2), (19, 19), (55, 55), (66, 69)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3)]"
179,1007,body,"<para-body> some people might argue that <ac> the gap between the rich athletes and normal people is so huge that it seems to be unfair </ac> . however , in my opinion , <ac> as long as everyone has equal chances to pursue his / her dreams and careers , that would be fair </ac> . <ac> fairness is not about equal payments for everyone , but equal chances to acquire the same goal or accomplishment </ac> . </para-body>","[(1, 25), (27, 54), (55, 76)]","[(6, 25), (33, 54), (56, 76)]","[(1, 5), (27, 32), (55, 55)]","['Claim', 'Premise', 'Premise']","[12, 0, 0]","['Attack', 'Attack']","[(0, 1), (0, 2)]"
179,1008,conclusion,"<para-conclusion> in conclusion , <ac> high salary for athletes is what they deserve in accordance with their own achievements and also a guarantee for quality performances </ac> . <ac> it is a positive encouragement for many more talented people to contribute to the world of athletics and entertainment , giving us awesome performances to enjoy </ac> . </para-conclusion>","[(1, 26), (27, 55)]","[(4, 26), (28, 55)]","[(1, 3), (27, 27)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
180,1009,prompt,<prompt> people who can ’ t accept others ’ criticism can ’ t succeed in group working </prompt>,[],[],[],[],[],[],[]
180,1010,intro,"<para-intro> in everyday life we encounter different people , and we receive different opinions about us or our works , no matter positive or negative . it might be easy to take praises but hard to accept criticism . therefore , here goes the point that <ac> people who can ' t accept others ' criticism can ' t succeed in group working </ac> . personally , i agree with this statement . </para-intro>","[(39, 63)]","[(46, 63)]","[(39, 45)]",['MajorClaim'],[12],[],[]
180,1011,body,"<para-body> first , <ac> the core of group working is "" consensus "" </ac> . <ac> it ' s the idea that everyone ’ s opinion accounts </ac> . <ac> in group works , group members gather together to have brain - storming discussion , think over every possible solutions and then finally reach an agreement </ac> . in this long process of discussion , there must be different opinions sparkling out . <ac> it doesn ' t work if one member solely insists on his / her idea and doesn ' t take other member ' s criticism </ac> because <ac> the work belongs to every member , not a personal show for specific one member </ac> . <ac> it ' s every member ' s duty to respect other ' s opinion </ac> . </para-body>","[(1, 13), (14, 27), (28, 56), (72, 99), (100, 117), (118, 134)]","[(3, 13), (15, 27), (29, 56), (73, 99), (101, 117), (119, 134)]","[(1, 2), (14, 14), (28, 28), (72, 72), (100, 100), (118, 118)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 3, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (3, 4), (0, 5)]"
180,1012,body,"<para-body> second , <ac> taking criticism is a virtue as you take someone ' s opinion that is against you </ac> . <ac> even if you are not working in a group , you still need to take others ' criticism </ac> . <ac> criticism definitely hurts </ac> because <ac> it points out your drawbacks and forces you to confront them </ac> . however , <ac> criticism can help you detect those drawbacks and fix them if you are willing to take it </ac> . <ac> those who don ' t even take a word of criticism will eventually lose chances to get improved </ac> . in other words , <ac> if you can ' t take any criticism , not only will you fail in cooperating with other people , but also get defeated in personal works </ac> . <ac> as one chinese idiom goes : "" the good medicine tastes bitter “ </ac> . <ac> criticism might be the most powerful solution to heal </ac> . </para-body>","[(1, 20), (21, 41), (42, 47), (48, 61), (63, 83), (84, 104), (106, 138), (139, 154), (155, 166)]","[(3, 20), (22, 41), (43, 47), (49, 61), (65, 83), (85, 104), (110, 138), (140, 154), (156, 166)]","[(1, 2), (21, 21), (42, 42), (48, 48), (63, 64), (84, 84), (106, 109), (139, 139), (155, 155)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[1, 12, 1, 2, 2, 1, 1, 1, 1]","['Support', 'Attack', 'Support', 'Attack', 'Support', 'Support', 'Support', 'Support']","[(1, 0), (1, 2), (2, 3), (2, 4), (1, 5), (1, 6), (1, 7), (1, 8)]"
180,1013,body,"<para-body> however , some people might ask : what if the criticism proves to be wrong ? what if that i was at first right but the seemingly reasonable criticism led me to the wrong direction ? doesn ' t insistence also a good character ? in my point of view , <ac> even if you are right , criticism is still helpful </ac> because <ac> in this case it not only is a fixer , but it also serves as a practice to test you how much you know about your work </ac> . <ac> taking criticism doesn ' t necessary mean that you have to take it all </ac> . <ac> you should have your own judgments too </ac> ! <ac> and it ' s kind of art to make the best use of criticism </ac> . </para-body>","[(46, 63), (64, 93), (94, 110), (111, 120), (121, 137)]","[(52, 63), (65, 93), (95, 110), (112, 120), (122, 137)]","[(46, 51), (64, 64), (94, 94), (111, 111), (121, 121)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (0, 4)]"
180,1014,conclusion,"<para-conclusion> in conclusion , <ac> criticism is essential especially in group working but in other occasions we still need criticism </ac> . it ' s just like a picky mirror through which we can see the bad side of us and thus try to become more beautiful and confident . </para-conclusion>","[(1, 20)]","[(4, 20)]","[(1, 3)]",['MajorClaim'],[12],[],[]
181,1015,prompt,<prompt> how teachers can make the subject interesting to students ! </prompt>,[],[],[],[],[],[],[]
181,1016,intro,"<para-intro> there are many ways of teaching . some people believe that strictly and carefully presenting theories in the class is the best way of teaching , while others assert that involving applications on that theory will be more convincing . in my opinion , i agree with the second idea that <ac> the best way for teachers to make students more interested in a subject is to explain how that subject can help and apply to their lives outside school </ac> . </para-intro>","[(41, 81)]","[(52, 81)]","[(41, 51)]",['MajorClaim'],[12],[],[]
181,1017,body,"<para-body> first of all , <ac> by explaining how the subject contributes to daily life , students will have vivid impression on that subject thus become more interested and active in acquiring the knowledge on that subject </ac> . <ac> take chemistry for example , merely memorizing the names of the substances and the structural formulas seems to be very boring , while representing where and how those chemical reactions really happen near students will raise their curiosity and lead them to digest those theories learned from the class </ac> . <ac> while i was in senior high school , my chemical teacher once showed us how the detergent dissolves oil by an experiment and later on taught us how to describe this process with formal structural formulas </ac> . <ac> this type of learning method is more fun and eventually the results are good </ac> . <ac> i connected the visual images of that experiment with the formula and i barely forget , even though now i ' m not studying chemistry anymore </ac> . </para-body>","[(1, 37), (38, 89), (90, 128), (129, 145), (146, 174)]","[(5, 37), (39, 89), (91, 128), (130, 145), (147, 174)]","[(1, 4), (38, 38), (90, 90), (129, 129), (146, 146)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (0, 4)]"
181,1018,body,"<para-body> second , <ac> by bridging the theories with daily life events , students are given the chance to apply knowledge to their lives and develop their own ability of problem - solving </ac> . <ac> this will address students ' interests </ac> because <ac> it ' s the assignment that needs real life participation </ac> . for example , <ac> in law class , students are informed their rights and duties and they are taught how they can apply law to different situations that might happen upon them </ac> . <ac> when any one of the situations occurs , they can think independently and figure out how to react </ac> . </para-body>","[(1, 33), (34, 42), (43, 55), (57, 89), (90, 110)]","[(3, 33), (35, 42), (44, 55), (60, 89), (91, 110)]","[(1, 2), (34, 34), (43, 43), (57, 59), (90, 90)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 1, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (1, 2), (0, 3), (0, 4)]"
181,1019,conclusion,"<para-conclusion> in conclusion , <ac> using life experiences and examples to demonstrate the knowledge on a subject is an effective way to attract students ' attention and keep them eager on learning </ac> , not only because <ac> it reinforces students ' impression on the knowledge but also invites students to practice the knowledge out on their own </ac> . </para-conclusion>","[(1, 32), (33, 58)]","[(4, 32), (37, 58)]","[(1, 3), (33, 36)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
182,1020,prompt,<prompt> environmental protection vs economic developments </prompt>,[],[],[],[],[],[],[]
182,1021,intro,"<para-intro> environmental protection and economic developments might be the biggest issues in the 21st century . they are both important because they are vital to human ' s future and welfare . however , since the budget and the recourse are limited , governments must choose between these two issues . in my opinion , i believe that <ac> tackling down environmental problems is of the first priority rather than economic developments </ac> . the following are reasons why . </para-intro>","[(51, 72)]","[(58, 72)]","[(51, 57)]",['MajorClaim'],[12],[],[]
182,1022,body,"<para-body> first , <ac> environmental protection is far more urgent than economic developments </ac> . <ac> all the living creatures live together on our mother earth and she is the only one </ac> . <ac> without earth , whatever great civil constructions and economic achievements will end up in vain </ac> because <ac> we will all perish as she ' s gone </ac> . <ac> just like a man that needs a healthy body , all the living creatures as a whole needs a strong planet as well </ac> . </para-body>","[(1, 13), (14, 32), (33, 50), (51, 62), (63, 88)]","[(3, 13), (15, 32), (34, 50), (52, 62), (64, 88)]","[(1, 2), (14, 14), (33, 33), (51, 51), (63, 63)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 2, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (2, 3), (0, 4)]"
182,1023,body,"<para-body> second , <ac> the influence on environmental problems are boarder and more profound than economic issues </ac> . <ac> environmental problems are global rather than local , which means that no countries can be spared from these problems </ac> . <ac> take global warming for example , when the temperature increases , the whole globe is affected , suffering the hotter weather together </ac> . <ac> the melting ice mountain not only jeopardizes habitats of animals living in the polar region , but its effects of the rising sea level also endangers the residents living in the small island near the equator </ac> , since <ac> the rising sea water could drown them </ac> . <ac> environmental issues can not be divided by nationality </ac> because <ac> all humans are simply entwined together by our only home - earth </ac> . </para-body>","[(1, 17), (18, 39), (40, 64), (65, 103), (104, 114), (115, 125), (126, 140)]","[(3, 17), (19, 39), (41, 64), (66, 103), (106, 114), (116, 125), (127, 140)]","[(1, 2), (18, 18), (40, 40), (65, 65), (104, 105), (115, 115), (126, 126)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 3, 0, 5]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (3, 4), (0, 5), (5, 6)]"
182,1024,body,"<para-body> some people might argue that <ac> economic issues are global and critical as well thus can not be put aside </ac> . they may say that <ac> if the economic is in a very bad situation , people would revolt instantly , while environmental problems seem to be more like chronic diseases that would not burst out right away </ac> . however , <ac> the truth is that we ' ve been encountering so many sighs and warnings of global climate anomalies and other environmental crisis right now </ac> . <ac> it would be unwise to still deny the truth and keep focusing on economic developments and unfortunately , usually the economic developments are even the causes of environmental damages </ac> . </para-body>","[(1, 21), (23, 60), (62, 89), (90, 121)]","[(6, 21), (27, 60), (64, 89), (91, 121)]","[(1, 5), (23, 26), (62, 63), (90, 90)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Support', 'Attack', 'Attack']","[(0, 1), (0, 2), (0, 3)]"
182,1025,conclusion,"<para-conclusion> in conclusion , <ac> environmental conservation is more essential than economic developments in the aspects of urgency and ranges of influence </ac> . as mentioned in the second paragraph , how can a man live happily if he is unhealthy ? similarly , how can we live safely and joyfully when our home is devastated by , ironically , by ourselves ? </para-conclusion>","[(1, 22)]","[(4, 22)]","[(1, 3)]",['MajorClaim'],[12],[],[]
183,1026,prompt,<prompt> university students should attend classes or not ? </prompt>,[],[],[],[],[],[],[]
183,1027,intro,"<para-intro> in university education , students are given much independence in the ways of learning . some students still rely on classes to keep up with the courses , while some students don ' t feel the need to attend classes because they believe that they can handle the exams . these different ideas of learning methods lead to a question whether it is necessary for university students to attend the class as long as they can pass their examinations . in my opinion , i believe that <ac> students should always attend class no matter what the outcome of the exam is </ac> . </para-intro>","[(81, 103)]","[(88, 103)]","[(81, 87)]",['MajorClaim'],[12],[],[]
183,1028,body,"<para-body> first , <ac> in terms of learning , attending class is more effective than simply studying alone to pass the exams </ac> . <ac> classes are designed diligently for the students and professors absolutely bear more knowledge than the students </ac> . <ac> professors not only have the knowledge , but also equip with experiences , knowing how to guide their students toward their academic achievements </ac> . </para-body>","[(1, 22), (23, 41), (42, 67)]","[(3, 22), (24, 41), (43, 67)]","[(1, 2), (23, 23), (42, 42)]","['Claim', 'Premise', 'Premise']","[12, 0, 0]","['Support', 'Support']","[(0, 1), (0, 2)]"
183,1029,body,"<para-body> second , <ac> it ' s students ' basic responsibility to attend class </ac> . <ac> attending class is the most persuasive way for the students to show respect to the professor as well as themselves </ac> . <ac> many professors grade their students with class attendances </ac> . in other words , <ac> class attendances are regarded as critical as examination performances </ac> . <ac> those who even achieve high scores on exams could fail if they didn ' t show up in the classes </ac> . </para-body>","[(1, 14), (15, 37), (38, 48), (50, 64), (65, 87)]","[(3, 14), (16, 37), (39, 48), (54, 64), (66, 87)]","[(1, 2), (15, 15), (38, 38), (50, 53), (65, 65)]","['Premise', 'Premise', 'Premise', 'Claim', 'Premise']","[3, 3, 3, 12, 3]","['Support', 'Support', 'Support', 'Support']","[(3, 0), (3, 1), (3, 2), (3, 4)]"
